Date;Day;DOW;Holiday;Influenza;Iws;PM10_lag0;PMc_lag0;Ir;NO2_lag0;O3_lag0;CO_lag0;PM25_lag1;PM10_lag1;Is;SO2_lag1;NO2_lag1;O3_lag1;CO_lag1;PM25_lag2;PM10_lag2;PMc_lag2;SO2_lag2;NO2_lag2;O3_lag2;CO_lag2;PM25_lag3;PM10_lag3;PMc_lag3;SO2_lag3;NO2_lag3;O3_lag3;CO_lag3;PM25_lag4;PM10_lag4;PMc_lag4;SO2_lag4;NO2_lag4;O3_lag4;CO_lag4;PM25_lag5;PM10_lag5;PMc_lag5;SO2_lag5;NO2_lag5;O3_lag5;CO_lag5;PM25_lag01;PM10_lag01;PMc_lag01;SO2_lag01;NO2_lag01;O3_lag01;CO_lag01;PM25_lag02;PM10_lag02;PMc_lag02;SO2_lag02;NO2_lag02;O3_lag02;CO_lag02;PM25_lag03;PM10_lag03;PMc_lag03;SO2_lag03;NO2_lag03;O3_lag03;CO_lag03;temp_lag0;temp_lag14;humid_lag0;Totalheart;Hypertension;CHD;Arrhythmia;Heartfailure;Cerebrovascular;Total_cardio;Totalheart_man;Hypertension_man;CHD_man;Other_man;Arrhythmia_man;Heartfailure_man;Cerebrovascular_man;Total_cardio_man;Totalheart_woman;Hypertension_woman;CHD_woman;Other_woman;Arrhythmia_woman;Heartfailure_woman;Cerebrovascular_woman;Total_cardio_woman;Totalheart_age1;Hypertension_age1;CHD_age1;Other_age1;Arrhythmia_age1;Heartfailure_age1;Cerebrovascular_age1;Total_cardio_age1;Totalheart_age2;Hypertension_age2;CHD_age2;Other_age2;Arrhythmia_age2;Heartfailure_age2;Cerebrovascular_age2;Total_cardio_age2;Total_Res;URTI;LRTI;AECOPD;Asthma;Total_res_man;URTI_man;LRTI_man;AECOPD_man;Asthma_man;Total_woman;URTI_woman;LRTI_woman;AECOPD_woman;Asthma_woman;Total_age1;URTI_age1;LRTI_age1;AECOPD_age1;Asthma_age1;Total_age2;URTI_age2;LRTI_age2;AECOPD_age2;Asthma_age2;Total_age3;URTI_age3;LRTI_age3;AECOPD_age3;Asthma_age3;Total_age4;URTI_age4;LRTI_age4;AECOPD_age4;Asthma_age4;all0;all1;URTI0;URTI1;LRTI0;LRTI1;Asthma0;Asthma1;AECOPD0;AECOPD1;xxx
25/09/2013;268;3;0;0;;;;;63.44;100.94;;10.8;36.92;29;6.15;36.93;62.33;1;42.67;33.31;32;8.17;51.57;38.21;1.33;49.25;87.44;38.19;7.31;56.2;176.2;1.06;31.35;77.27;45.73;6.71;59.88;92.88;1.06;112.65;54.5;33;10.43;50.06;135.81;2;10.8;36.92;29;6.15;50.19;81.64;1;26.74;35.12;30.5;7.16;50.65;67.16;1.17;34.24;52.56;33.06;7.21;52.04;94.42;1.13;13.3;18.88;55.1;104;53;26;9;3;97;201;47;21;10;8;5;3;58;105;57;32;16;5;4;0;39;96;51;29;8;6;6;2;54;105;53;24;18;7;3;1;43;96;241;135;89;2;9;110;59;44;2;4;131;76;45;0;5;7;4;3;0;0;115;82;31;0;2;71;31;30;0;6;48;18;25;2;1;198;43;117;18;69;20;8;1;;2;1
26/09/2013;269;4;0;0;33.79;82.79;49;11.25;64.85;107.23;1;;;;;63.44;100.94;;10.8;36.92;29;6.15;36.93;62.33;1;42.67;33.31;32;8.17;51.57;38.21;1.33;49.25;87.44;38.19;7.31;56.2;176.2;1.06;31.35;77.27;45.73;6.71;59.88;92.88;1.06;33.79;82.79;49;11.25;64.15;104.09;1;22.3;59.86;39;8.7;55.07;90.17;1;29.09;51.01;36.67;8.52;54.2;77.18;1.11;14.99;18.46;57.93;97;54;23;12;2;118;215;38;18;11;3;4;2;68;106;59;36;12;3;8;0;50;109;40;22;8;3;7;0;61;101;57;32;15;3;5;2;57;114;294;171;103;1;8;132;69;52;0;4;161;102;50;1;4;11;7;4;0;0;120;85;26;0;4;80;48;25;0;3;83;31;48;1;1;230;64;149;22;63;40;7;1;;1;1
27/09/2013;270;5;0;0;112.27;188.67;76.4;19.92;99.64;199.5;2.13;33.79;82.79;49;11.25;64.85;107.23;1;;;;;63.44;100.94;;10.8;36.92;29;6.15;36.93;62.33;1;42.67;33.31;32;8.17;51.57;38.21;1.33;49.25;87.44;38.19;7.31;56.2;176.2;1.06;73.03;135.73;62.7;15.59;82.25;153.37;1.57;73.03;135.73;62.7;15.59;75.98;135.89;1.57;52.29;102.79;51.47;12.44;66.22;117.5;1.38;15.78;18.18;65.88;117;63;34;5;4;88;205;51;31;11;5;2;2;51;102;66;32;23;6;3;2;37;103;59;35;13;6;3;2;47;106;58;28;21;5;2;2;41;99;223;113;96;0;5;104;53;48;0;1;119;60;48;0;4;19;14;5;0;0;90;57;28;0;2;58;31;21;0;1;56;11;42;0;2;177;46;103;10;62;34;4;1;;;1
28/09/2013;271;6;1;0;239.13;276.31;36.4;23.38;93.2;199.8;2;112.27;188.67;76.4;19.92;99.64;199.5;2.13;33.79;82.79;49;11.25;64.85;107.23;1;;;;;63.44;100.94;;10.8;36.92;29;6.15;36.93;62.33;1;42.67;33.31;32;8.17;51.57;38.21;1.33;175.7;232.49;56.4;21.65;96.42;199.65;2.07;128.4;182.59;53.93;18.18;85.9;168.84;1.71;128.4;182.59;53.93;18.18;80.28;151.87;1.71;15.37;17.76;77.28;87;38;36;5;5;72;159;29;13;12;2;1;1;36;65;58;25;24;1;4;4;36;94;46;25;15;2;3;1;30;76;41;13;21;1;2;4;42;83;246;114;117;3;6;110;47;56;2;3;136;67;61;1;3;15;9;6;0;0;88;48;39;0;0;74;39;30;0;1;69;18;42;3;5;190;56;100;14;82;35;3;3;;3;1
29/09/2013;272;7;0;0;251.31;197.5;;14.82;89.69;130.92;2.07;239.13;276.31;36.4;23.38;93.2;199.8;2;112.27;188.67;76.4;19.92;99.64;199.5;2.13;33.79;82.79;49;11.25;64.85;107.23;1;;;;;63.44;100.94;;10.8;36.92;29;6.15;36.93;62.33;1;245.22;236.91;36.4;19.1;91.45;165.36;2.04;200.9;220.83;56.4;19.37;94.18;176.74;2.07;159.13;186.32;53.93;17.34;86.85;159.36;1.8;16.34;17.59;81.31;103;47;42;9;2;96;199;33;15;13;1;4;0;51;84;70;32;29;2;5;2;45;115;40;20;16;3;1;0;39;79;63;27;26;0;8;2;57;120;242;110;106;2;9;114;48;55;1;2;128;62;51;1;7;18;12;5;0;0;99;53;34;0;5;58;31;22;1;0;67;14;45;1;4;192;50;100;10;70;36;7;2;1;1;1
30/09/2013;273;1;0;0;217.64;113.25;;14.25;33.71;24.14;;251.31;197.5;;14.82;89.69;130.92;2.07;239.13;276.31;36.4;23.38;93.2;199.8;2;112.27;188.67;76.4;19.92;99.64;199.5;2.13;33.79;82.79;49;11.25;64.85;107.23;1;;;;;63.44;100.94;;234.48;155.38;;14.54;61.7;77.53;2.07;236.03;195.69;36.4;17.48;72.2;118.29;2.04;205.09;193.93;56.4;18.09;79.06;138.59;2.07;17.51;17.47;83.59;103;56;34;3;3;98;201;39;20;13;3;2;1;50;89;64;36;21;4;1;2;48;112;39;21;13;3;2;0;48;87;64;35;21;4;1;3;50;114;220;109;96;2;3;112;56;47;1;1;108;53;49;1;2;19;12;7;0;0;94;62;28;0;0;50;24;21;0;2;57;11;40;2;1;173;47;100;9;64;32;2;1;;2;1
01/10/2013;274;2;1;0;169.53;109.5;;23.27;80.62;61.15;2;217.64;113.25;;14.25;33.71;24.14;;251.31;197.5;;14.82;89.69;130.92;2.07;239.13;276.31;36.4;23.38;93.2;199.8;2;112.27;188.67;76.4;19.92;99.64;199.5;2.13;33.79;82.79;49;11.25;64.85;107.23;1;193.59;111.38;;18.76;57.17;42.65;2;212.83;140.08;;17.45;68.01;72.07;2.04;219.4;174.14;36.4;18.93;74.31;104;2.02;16.84;17.26;81.13;76;33;17;14;3;55;131;32;14;6;5;6;1;31;63;44;19;11;4;8;2;24;68;32;16;2;7;7;0;31;63;44;17;15;2;7;3;24;68;269;117;131;1;10;130;55;65;1;5;139;62;66;0;5;15;6;7;0;1;104;59;39;0;2;78;33;38;1;4;72;19;47;0;3;214;55;104;13;92;39;8;2;1;;1
02/10/2013;275;3;1;0;26.65;51.23;23.69;6.67;47.63;90.88;1.12;169.53;109.5;;23.27;80.62;61.15;2;217.64;113.25;;14.25;33.71;24.14;;251.31;197.5;;14.82;89.69;130.92;2.07;239.13;276.31;36.4;23.38;93.2;199.8;2;112.27;188.67;76.4;19.92;99.64;199.5;2.13;98.09;80.37;23.69;14.97;64.13;76.02;1.56;137.94;91.33;23.69;14.73;53.99;58.72;1.56;166.28;117.87;23.69;14.75;62.91;76.77;1.73;14.48;16.8;61.08;92;37;37;2;3;68;160;33;12;14;5;1;1;44;77;59;25;23;8;1;2;24;83;41;16;16;8;1;0;33;74;51;21;21;5;1;3;35;86;250;108;121;3;4;123;52;61;2;2;127;56;60;1;2;13;5;8;0;0;94;54;33;0;2;76;31;38;0;1;67;18;42;3;1;199;51;95;13;88;33;3;1;1;2;1
03/10/2013;276;4;1;0;63.38;101.2;37.27;26.43;61.73;91.63;2.13;26.65;51.23;23.69;6.67;47.63;90.88;1.12;169.53;109.5;;23.27;80.62;61.15;2;217.64;113.25;;14.25;33.71;24.14;;251.31;197.5;;14.82;89.69;130.92;2.07;239.13;276.31;36.4;23.38;93.2;199.8;2;45.02;76.22;30.48;16.55;54.68;91.26;1.63;86.52;87.31;30.48;18.79;63.33;81.22;1.75;119.3;93.8;30.48;17.66;55.92;66.95;1.75;14.78;16.38;67.11;94;40;34;6;3;61;155;37;15;12;5;4;1;34;71;57;25;22;6;2;2;27;84;37;16;8;7;4;2;31;68;57;24;26;4;2;1;30;87;274;124;126;1;9;142;67;62;1;3;132;57;64;0;6;14;7;6;0;1;105;66;30;0;1;76;38;30;0;4;79;13;60;1;3;211;63;114;10;77;49;7;2;;1;1
04/10/2013;277;5;1;0;124.94;153.92;34.67;31.5;72.53;126.63;2.69;63.38;101.2;37.27;26.43;61.73;91.63;2.13;26.65;51.23;23.69;6.67;47.63;90.88;1.12;169.53;109.5;;23.27;80.62;61.15;2;217.64;113.25;;14.25;33.71;24.14;;251.31;197.5;;14.82;89.69;130.92;2.07;94.16;127.56;35.97;28.97;67.13;109.13;2.41;71.66;102.12;31.88;21.53;60.63;103.05;1.98;96.13;103.96;31.88;21.97;65.63;92.57;1.99;15.67;16.02;78.13;84;37;26;4;4;63;147;43;20;16;3;1;3;35;78;41;17;10;10;3;1;28;69;36;15;11;9;0;1;35;71;48;22;15;4;4;3;28;76;241;100;122;1;2;111;45;59;0;0;130;55;63;1;2;6;3;3;0;0;90;41;39;0;1;85;45;36;0;0;60;11;44;1;1;194;47;92;8;87;35;1;1;;1;1
05/10/2013;278;6;1;0;295.41;325.8;60.75;25.53;97.5;134.24;3.24;124.94;153.92;34.67;31.5;72.53;126.63;2.69;63.38;101.2;37.27;26.43;61.73;91.63;2.13;26.65;51.23;23.69;6.67;47.63;90.88;1.12;169.53;109.5;;23.27;80.62;61.15;2;217.64;113.25;;14.25;33.71;24.14;;210.18;239.86;47.71;28.52;85.02;130.44;2.97;161.24;193.64;44.23;27.82;77.25;117.5;2.69;127.6;158.04;39.1;22.53;69.85;110.85;2.3;17.08;15.74;76.53;78;38;25;11;2;77;155;38;18;11;2;5;2;45;83;40;20;14;0;6;0;32;72;36;21;7;2;6;0;36;72;42;17;18;0;5;2;41;83;300;156;127;0;6;134;66;62;0;1;166;90;65;0;5;10;6;4;0;0;117;78;33;0;2;85;48;31;0;3;88;24;59;0;1;232;68;139;17;79;48;5;1;;;1
06/10/2013;279;7;1;0;298.44;250;56;23.21;92.8;141.31;3.19;295.41;325.8;60.75;25.53;97.5;134.24;3.24;124.94;153.92;34.67;31.5;72.53;126.63;2.69;63.38;101.2;37.27;26.43;61.73;91.63;2.13;26.65;51.23;23.69;6.67;47.63;90.88;1.12;169.53;109.5;;23.27;80.62;61.15;2;296.93;287.9;58.38;24.37;95.15;137.78;3.22;239.6;243.24;50.47;26.75;87.61;134.06;3.04;195.54;207.73;47.17;26.67;81.14;123.45;2.81;16.54;15.52;81.39;76;31;31;4;4;61;137;28;10;11;2;4;1;43;71;48;21;20;4;0;3;18;66;39;20;10;4;3;2;29;68;37;11;21;2;1;2;32;69;290;169;93;1;7;139;80;47;1;2;151;89;46;0;5;11;6;5;0;0;106;67;27;0;3;97;64;25;0;3;76;32;36;1;1;243;47;152;17;67;26;7;;;1;1
07/10/2013;280;1;1;0;140.24;31.36;4;35.87;57.38;72.18;2.53;298.44;250;56;23.21;92.8;141.31;3.19;295.41;325.8;60.75;25.53;97.5;134.24;3.24;124.94;153.92;34.67;31.5;72.53;126.63;2.69;63.38;101.2;37.27;26.43;61.73;91.63;2.13;26.65;51.23;23.69;6.67;47.63;90.88;1.12;219.34;140.68;30;29.54;75.09;106.75;2.86;244.7;202.39;40.25;28.2;82.56;115.91;2.99;214.76;190.27;38.86;29.03;80.05;118.59;2.91;17.21;15.68;64.69;99;41;27;11;1;60;159;40;16;12;9;2;1;35;75;59;25;15;10;9;0;25;84;45;24;6;9;6;0;29;74;54;17;21;10;5;1;31;85;301;173;101;2;11;141;78;50;1;3;160;95;51;1;8;15;8;7;0;0;135;89;38;0;1;101;57;30;1;7;50;19;26;1;3;261;40;159;14;78;23;10;1;1;1;1
08/10/2013;281;2;0;0;62.88;116.81;55.06;40.73;53.31;102.18;1.41;140.24;31.36;4;35.87;57.38;72.18;2.53;298.44;250;56;23.21;92.8;141.31;3.19;295.41;325.8;60.75;25.53;97.5;134.24;3.24;124.94;153.92;34.67;31.5;72.53;126.63;2.69;63.38;101.2;37.27;26.43;61.73;91.63;2.13;101.56;74.09;29.53;38.3;55.35;87.18;1.97;167.19;132.72;38.35;33.27;67.83;105.22;2.38;199.24;180.99;43.95;31.34;75.25;112.48;2.59;16;15.94;65.89;96;33;40;10;0;104;200;38;12;16;6;4;0;57;95;58;21;24;7;6;0;47;105;50;17;19;9;5;0;53;103;46;16;21;4;5;0;51;97;244;121;113;0;4;99;50;46;0;0;145;71;67;0;4;7;4;3;0;0;109;69;37;0;2;58;33;23;0;0;70;15;50;0;2;183;61;110;11;68;45;2;2;;;1
09/10/2013;282;3;0;0;110.41;141.27;34.33;31.6;75.94;111.94;1.94;62.88;116.81;55.06;40.73;53.31;102.18;1.41;140.24;31.36;4;35.87;57.38;72.18;2.53;298.44;250;56;23.21;92.8;141.31;3.19;295.41;325.8;60.75;25.53;97.5;134.24;3.24;124.94;153.92;34.67;31.5;72.53;126.63;2.69;86.65;129.04;44.7;36.17;64.63;107.06;1.68;104.51;96.48;31.13;36.07;62.21;95.43;1.96;152.99;134.86;37.35;32.85;69.86;106.9;2.27;15.14;16.07;78.4;99;51;30;9;2;107;206;42;21;12;5;3;1;59;101;57;30;18;2;6;1;48;105;38;22;7;4;5;0;51;89;61;29;23;3;4;2;56;117;287;157;101;3;3;136;66;59;1;1;151;91;42;2;2;12;5;7;0;0;127;89;27;0;1;68;39;19;0;2;80;24;48;3;0;227;60;141;16;64;37;3;;;3;1
10/10/2013;283;4;0;0;122.25;9.92;;11.86;52.93;64.19;1.69;110.41;141.27;34.33;31.6;75.94;111.94;1.94;62.88;116.81;55.06;40.73;53.31;102.18;1.41;140.24;31.36;4;35.87;57.38;72.18;2.53;298.44;250;56;23.21;92.8;141.31;3.19;295.41;325.8;60.75;25.53;97.5;134.24;3.24;116.33;75.6;34.33;21.73;64.44;88.07;1.82;98.51;89.33;44.7;28.06;60.73;92.77;1.68;108.95;74.84;31.13;30.02;59.89;87.62;1.89;15.76;16.13;60.16;88;42;20;4;5;99;187;48;22;12;10;2;2;60;108;40;20;8;7;2;3;39;79;55;26;11;12;4;2;52;107;33;16;9;5;0;3;47;80;264;120;125;2;6;106;49;48;2;0;158;71;77;0;6;7;4;2;0;1;116;65;45;0;1;72;38;28;0;3;69;13;50;2;1;205;59;108;12;83;42;5;1;;2;1
11/10/2013;284;5;0;0;41.38;76.8;39.43;12.69;55.64;97.38;1.13;122.25;9.92;;11.86;52.93;64.19;1.69;110.41;141.27;34.33;31.6;75.94;111.94;1.94;62.88;116.81;55.06;40.73;53.31;102.18;1.41;140.24;31.36;4;35.87;57.38;72.18;2.53;298.44;250;56;23.21;92.8;141.31;3.19;81.82;43.36;39.43;12.28;54.29;80.79;1.41;91.35;76;36.88;18.72;61.5;91.17;1.59;84.23;86.2;42.94;24.22;59.46;93.92;1.54;13.55;15.97;57.59;95;33;38;12;1;94;189;48;12;23;6;6;1;56;104;47;21;15;5;6;0;38;85;43;17;16;4;5;1;49;92;52;16;22;7;7;0;45;97;243;115;106;1;11;118;54;53;1;6;125;61;53;0;5;15;5;8;0;2;94;61;28;0;2;66;30;28;0;3;68;19;42;1;4;191;52;101;14;73;33;7;4;1;;1
12/10/2013;285;6;0;0;76.25;117.87;40.8;12.08;81.4;102;1.56;41.38;76.8;39.43;12.69;55.64;97.38;1.13;122.25;9.92;;11.86;52.93;64.19;1.69;110.41;141.27;34.33;31.6;75.94;111.94;1.94;62.88;116.81;55.06;40.73;53.31;102.18;1.41;140.24;31.36;4;35.87;57.38;72.18;2.53;58.82;97.34;40.12;12.39;68.52;99.69;1.35;79.96;68.2;40.12;12.21;63.32;87.86;1.46;87.57;86.47;38.19;17.06;66.48;93.88;1.58;15.12;15.95;58.71;82;32;26;6;3;62;144;42;17;14;8;3;0;30;72;40;15;12;7;3;3;32;72;37;21;7;7;2;0;23;60;45;11;19;8;4;3;39;84;209;90;95;1;11;80;28;45;1;3;129;62;50;0;8;15;6;9;0;0;96;58;29;0;4;54;24;22;0;4;44;2;35;1;3;173;36;89;1;66;29;8;3;;1;1
13/10/2013;286;7;1;0;56.41;88.6;32.13;19.07;76.44;87;1.47;76.25;117.87;40.8;12.08;81.4;102;1.56;41.38;76.8;39.43;12.69;55.64;97.38;1.13;122.25;9.92;;11.86;52.93;64.19;1.69;110.41;141.27;34.33;31.6;75.94;111.94;1.94;62.88;116.81;55.06;40.73;53.31;102.18;1.41;66.33;103.24;36.47;15.58;78.92;94.5;1.52;58.01;94.42;37.45;14.61;71.16;95.46;1.39;74.07;73.3;37.45;13.93;66.6;87.64;1.46;13.96;15.78;73.54;82;36;15;9;3;55;137;37;15;6;9;5;2;32;69;45;21;9;10;4;1;23;68;40;21;9;8;1;1;22;62;42;15;6;11;8;2;33;75;292;160;110;2;6;131;70;49;1;3;161;90;61;1;3;22;7;15;0;0;142;86;47;0;2;77;49;20;0;4;51;18;28;2;0;251;41;147;13;85;25;6;;;2;1
14/10/2013;287;1;0;0;63.24;85.54;20;8.07;65;51.47;1.41;56.41;88.6;32.13;19.07;76.44;87;1.47;76.25;117.87;40.8;12.08;81.4;102;1.56;41.38;76.8;39.43;12.69;55.64;97.38;1.13;122.25;9.92;;11.86;52.93;64.19;1.69;110.41;141.27;34.33;31.6;75.94;111.94;1.94;59.83;87.07;26.07;13.57;70.72;69.24;1.44;65.3;97.34;30.98;13.07;74.28;80.16;1.48;59.32;92.2;33.09;12.98;69.62;84.46;1.39;11.38;15.33;61.41;86;46;24;4;2;108;194;31;16;9;3;2;1;60;91;55;30;15;7;2;1;48;103;33;22;6;3;1;1;59;92;53;24;18;7;3;1;49;102;264;124;120;0;8;119;56;57;0;1;145;68;63;0;7;19;10;9;0;0;113;73;32;0;2;59;30;22;0;5;73;11;57;0;1;199;65;114;10;70;50;7;1;;;1
15/10/2013;288;2;0;0;15.76;64.76;49;6.57;46.63;68.35;1;63.24;85.54;20;8.07;65;51.47;1.41;56.41;88.6;32.13;19.07;76.44;87;1.47;76.25;117.87;40.8;12.08;81.4;102;1.56;41.38;76.8;39.43;12.69;55.64;97.38;1.13;122.25;9.92;;11.86;52.93;64.19;1.69;39.5;75.15;34.5;7.32;55.82;59.91;1.21;45.14;79.63;33.71;11.24;62.69;68.94;1.29;52.92;89.19;35.48;11.45;67.37;77.21;1.36;7.5;14.67;54.25;86;43;30;6;1;76;162;42;19;16;3;3;1;37;79;44;24;14;3;3;0;39;83;37;21;12;1;3;0;38;75;49;22;18;5;3;1;38;87;273;152;106;0;4;124;62;52;0;3;149;90;54;0;1;10;7;3;0;0;125;83;36;0;2;75;45;24;0;2;62;16;43;0;0;223;50;140;12;70;36;4;;;;1
16/10/2013;289;3;0;0;32.71;60.47;27.76;7.8;57.31;68.18;1;15.76;64.76;49;6.57;46.63;68.35;1;63.24;85.54;20;8.07;65;51.47;1.41;56.41;88.6;32.13;19.07;76.44;87;1.47;76.25;117.87;40.8;12.08;81.4;102;1.56;41.38;76.8;39.43;12.69;55.64;97.38;1.13;24.24;62.62;38.38;7.19;51.97;68.27;1;37.24;70.26;32.25;7.48;56.31;62.67;1.14;42.03;74.84;32.22;10.38;61.35;68.75;1.22;9.4;14.31;57.73;97;50;32;6;0;90;187;43;17;19;5;2;0;56;99;54;33;13;4;4;0;34;88;39;20;14;3;2;0;37;76;58;30;18;6;4;0;53;111;242;119;101;4;6;119;52;54;2;4;123;67;47;2;2;13;8;5;0;0;110;68;36;0;1;69;29;33;0;2;50;14;27;4;3;203;39;111;8;77;24;4;2;1;3;1
17/10/2013;290;4;0;0;77.31;108.29;37.13;11.47;78.31;74.76;1.59;32.71;60.47;27.76;7.8;57.31;68.18;1;15.76;64.76;49;6.57;46.63;68.35;1;63.24;85.54;20;8.07;65;51.47;1.41;56.41;88.6;32.13;19.07;76.44;87;1.47;76.25;117.87;40.8;12.08;81.4;102;1.56;55.01;84.38;32.45;9.64;67.81;71.47;1.3;41.93;77.84;37.96;8.61;60.75;70.43;1.2;47.26;79.77;33.47;8.48;61.81;65.69;1.25;10.07;13.97;65.2;83;50;22;4;4;101;184;34;16;12;3;1;2;53;87;49;34;10;0;3;2;48;97;34;23;7;2;0;2;46;80;49;27;15;1;4;2;55;104;254;103;121;6;2;124;44;68;1;1;130;59;53;5;1;8;3;5;0;0;104;57;33;0;1;69;33;30;2;1;73;10;53;4;0;199;55;97;6;78;43;2;;4;2;1
18/10/2013;291;5;0;0;;;;;;;;77.31;108.29;37.13;11.47;78.31;74.76;1.59;32.71;60.47;27.76;7.8;57.31;68.18;1;15.76;64.76;49;6.57;46.63;68.35;1;63.24;85.54;20;8.07;65;51.47;1.41;56.41;88.6;32.13;19.07;76.44;87;1.47;77.31;108.29;37.13;11.47;78.31;74.76;1.59;55.01;84.38;32.45;9.64;67.81;71.47;1.3;41.93;77.84;37.96;8.61;60.75;70.43;1.2;10.29;13.58;73.56;94;48;29;6;1;101;195;40;18;13;6;3;0;56;96;54;30;16;4;3;1;45;99;41;26;9;4;1;1;53;94;53;22;20;6;5;0;48;101;218;108;98;1;4;107;54;47;1;1;111;54;51;0;3;14;7;7;0;0;79;50;25;0;0;67;37;24;0;4;58;14;42;1;0;173;45;99;9;64;34;4;;;1;1
19/10/2013;292;6;1;0;;;;;;;;;;;;;;;77.31;108.29;37.13;11.47;78.31;74.76;1.59;32.71;60.47;27.76;7.8;57.31;68.18;1;15.76;64.76;49;6.57;46.63;68.35;1;63.24;85.54;20;8.07;65;51.47;1.41;;;;;;;;77.31;108.29;37.13;11.47;78.31;74.76;1.59;55.01;84.38;32.45;9.64;67.81;71.47;1.3;12.07;13.22;54.35;97;40;20;5;6;61;158;40;12;11;13;1;3;30;70;57;28;9;13;4;3;31;88;49;23;4;18;3;1;25;74;48;17;16;8;2;5;36;84;261;137;109;3;6;130;68;59;2;0;131;69;50;1;6;19;8;11;0;0;111;65;40;0;2;64;39;20;1;3;67;25;38;2;1;207;54;120;17;76;33;5;1;1;2;1
20/10/2013;293;7;1;0;;;;;;;;;;;;;;;;;;;;;;77.31;108.29;37.13;11.47;78.31;74.76;1.59;32.71;60.47;27.76;7.8;57.31;68.18;1;15.76;64.76;49;6.57;46.63;68.35;1;;;;;;;;;;;;;;;77.31;108.29;37.13;11.47;78.31;74.76;1.59;10.28;12.78;55.25;75;38;22;8;3;60;135;29;12;9;2;3;3;28;57;46;26;13;2;5;0;32;78;21;15;3;1;1;1;24;45;54;23;19;3;7;2;36;90;286;133;130;2;8;121;51;57;2;3;165;82;73;0;5;21;5;15;0;0;124;80;36;0;3;78;38;33;0;3;63;10;46;2;2;234;52;126;7;89;41;7;1;;2;1
21/10/2013;294;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;77.31;108.29;37.13;11.47;78.31;74.76;1.59;32.71;60.47;27.76;7.8;57.31;68.18;1;;;;;;;;;;;;;;;;;;;;;;10.05;12.27;63.31;101;60;25;4;3;94;195;39;22;10;3;3;1;53;92;62;38;15;6;1;2;41;103;49;31;11;5;2;0;41;90;52;29;14;4;2;3;53;105;292;152;120;0;9;119;58;54;0;3;173;94;66;0;6;23;11;11;0;1;131;87;37;0;2;67;38;20;0;5;71;16;52;0;1;226;66;139;13;70;50;8;1;;;1
22/10/2013;295;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;77.31;108.29;37.13;11.47;78.31;74.76;1.59;;;;;;;;;;;;;;;;;;;;;;10.1;11.84;71.2;89;37;38;2;7;87;176;35;11;18;0;1;5;41;76;54;26;20;5;1;2;46;100;37;20;14;2;0;1;39;76;52;17;24;3;2;6;48;100;227;113;106;1;2;109;52;51;1;1;118;61;55;0;1;23;13;9;0;0;101;65;35;0;0;46;19;23;0;1;57;16;39;1;1;179;48;102;11;70;36;2;;;1;1
23/10/2013;296;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.19;11.35;49.93;92;47;26;9;4;106;198;38;16;7;4;7;4;69;107;54;31;19;2;2;0;37;91;37;17;7;6;7;0;43;80;55;30;19;0;2;4;63;118;257;135;108;3;4;103;55;42;3;1;154;80;66;0;3;19;9;10;0;0;96;63;31;0;0;74;44;24;0;2;68;19;43;3;2;207;50;124;11;75;33;2;2;;3;1
24/10/2013;297;4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.2;10.8;44.54;111;62;33;5;7;88;199;40;20;14;2;1;3;56;96;71;42;19;2;4;4;32;103;47;26;12;4;2;3;33;80;64;36;21;0;3;4;55;119;208;103;93;4;3;101;50;44;3;1;107;53;49;1;2;11;6;4;0;0;99;61;34;0;2;44;22;20;0;1;54;14;35;4;0;168;40;96;7;64;29;3;;;4;1
25/10/2013;298;5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.08;10.41;61.33;96;38;36;5;1;81;177;46;17;21;6;2;0;46;92;50;21;15;10;3;1;35;85;34;14;14;6;0;0;42;76;62;24;22;10;5;1;39;101;160;73;76;2;4;75;27;45;0;1;85;46;31;2;3;7;3;4;0;0;67;39;25;0;2;42;22;15;0;2;44;9;32;2;0;121;39;67;6;46;30;4;;;2;1
26/10/2013;299;6;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.92;9.89;62.16;82;31;23;8;3;55;137;35;17;8;6;4;0;33;68;47;14;15;11;4;3;22;69;35;18;6;7;4;0;20;55;47;13;17;10;4;3;35;82;237;118;99;1;3;109;48;51;0;2;128;70;48;1;1;17;12;5;0;0;86;52;23;0;1;65;39;22;0;1;69;15;49;1;1;179;58;107;11;56;43;2;1;;1;1
