Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z,z_is_good,cut_nb,clarity_nb,color_nb
36656,0.41,Good,D,VVS2,63.3,59.0,949,4.71,4.73,2.99,True,1,5,6
36657,0.3,Ideal,E,VVS2,60.8,56.0,949,4.35,4.37,2.65,True,4,5,5
36658,0.3,Ideal,E,VVS2,61.3,57.0,949,4.3,4.32,2.64,True,4,5,5
36659,0.3,Ideal,E,VVS2,61.4,55.0,949,4.33,4.36,2.67,True,4,5,5
36660,0.3,Ideal,E,VVS2,61.4,56.0,949,4.33,4.37,2.67,True,4,5,5
36661,0.38,Ideal,H,VVS1,61.1,56.0,949,4.68,4.71,2.87,True,4,6,2
36662,0.38,Ideal,G,VVS1,61.2,54.0,949,4.69,4.72,2.88,True,4,6,3
36663,0.31,Ideal,D,VVS1,62.3,54.0,949,4.36,4.4,2.73,True,4,6,6
36664,0.41,Ideal,G,VS2,60.9,56.0,949,4.82,4.84,2.94,True,4,3,3
36665,0.36,Ideal,E,VS2,61.8,56.0,949,4.57,4.59,2.83,True,4,3,5
36666,0.4,Ideal,E,VS2,62.6,56.0,949,4.67,4.69,2.93,True,4,3,5
36667,0.36,Ideal,G,VS1,61.4,56.0,949,4.55,4.6,2.81,True,4,4,3
36668,0.3,Ideal,D,VS1,61.8,57.0,949,4.27,4.3,2.65,True,4,4,6
36669,0.32,Ideal,F,IF,60.9,56.0,949,4.42,4.44,2.7,True,4,7,4
36670,0.32,Ideal,F,IF,61.2,57.0,949,4.4,4.42,2.7,True,4,7,4
36671,0.49,Premium,E,SI2,61.7,57.0,949,5.08,5.06,3.13,True,3,1,5
36672,0.31,Premium,H,IF,60.8,59.0,949,4.39,4.36,2.66,True,3,7,2
36673,0.5,Fair,J,VS1,66.8,57.0,949,4.89,4.84,3.25,True,0,4,0
36674,0.33,Ideal,E,VVS2,61.0,54.0,950,4.52,4.49,2.75,True,4,5,5
36675,0.3,Premium,D,VVS2,60.7,59.0,950,4.34,4.33,2.63,True,3,5,6
36676,0.3,Ideal,D,VVS2,59.5,56.0,950,4.42,4.38,2.62,True,4,5,6
36677,0.33,Premium,E,VVS2,61.3,59.0,950,4.47,4.44,2.73,True,3,5,5
36678,0.37,Ideal,E,VS1,60.9,56.0,950,4.65,4.68,2.84,True,4,4,5
36679,0.52,Ideal,I,SI1,61.8,54.0,950,5.17,5.19,3.2,True,4,2,1
36680,0.4,Ideal,D,SI1,62.5,55.0,950,4.73,4.71,2.95,True,4,2,6
36681,0.41,Very Good,F,VS2,59.4,60.0,951,4.85,4.89,2.89,True,2,3,4
36682,0.4,Very Good,F,VS1,62.0,56.0,951,4.71,4.73,2.92,True,2,4,4
36683,0.41,Premium,F,VVS2,61.6,59.0,951,4.73,4.79,2.93,True,3,5,4
36684,0.4,Ideal,E,VS1,62.2,58.0,951,4.72,4.74,2.94,True,4,4,5
36685,0.4,Ideal,E,VS1,62.4,54.0,951,4.73,4.75,2.96,True,4,4,5
36686,0.43,Ideal,G,SI1,61.1,57.0,951,4.88,4.9,2.99,True,4,2,3
36687,0.39,Premium,E,VS2,61.3,61.0,951,4.7,4.66,2.87,True,3,3,5
36688,0.39,Premium,E,VS2,61.4,58.0,951,4.73,4.68,2.89,True,3,3,5
36689,0.39,Premium,G,VS1,61.7,62.0,951,4.69,4.65,2.88,True,3,4,3
36690,0.39,Premium,E,VS2,60.1,61.0,951,4.76,4.72,2.85,True,3,3,5
36691,0.39,Premium,E,VS2,62.5,60.0,951,4.67,4.64,2.91,True,3,3,5
36692,0.45,Fair,E,VS2,65.8,58.0,951,4.81,4.74,3.14,True,0,3,5
36693,0.4,Very Good,D,VS1,59.4,60.0,952,4.77,4.83,2.85,True,2,4,6
36694,0.39,Ideal,G,VVS2,61.6,56.6,952,4.68,4.71,2.9,True,4,5,3
36695,0.39,Ideal,G,VVS2,62.0,54.5,952,4.67,4.7,2.91,True,4,5,3
36696,0.39,Ideal,G,VVS2,61.7,54.2,952,4.69,4.75,2.91,True,4,5,3
36697,0.39,Ideal,G,VVS2,62.2,54.0,952,4.67,4.7,2.91,True,4,5,3
36698,0.34,Ideal,G,IF,61.1,57.0,952,4.47,4.51,2.75,True,4,7,3
36699,0.34,Ideal,G,IF,61.5,56.0,952,4.52,4.54,2.79,True,4,7,3
36700,0.4,Good,G,VS1,59.6,61.0,952,4.82,4.85,2.88,True,1,4,3
36701,0.35,Ideal,D,VS1,60.8,57.0,952,4.61,4.57,2.79,True,4,4,6
36702,0.43,Ideal,J,IF,62.4,56.0,952,4.87,4.84,3.03,True,4,7,0
36703,0.4,Very Good,D,VS2,63.5,55.0,952,4.69,4.66,2.97,True,2,3,6
36704,0.32,Premium,G,IF,59.4,60.0,952,4.47,4.45,2.65,True,3,7,3
36705,0.32,Premium,G,IF,61.0,59.0,952,4.41,4.38,2.68,True,3,7,3
36706,0.46,Ideal,I,VS2,62.3,59.0,952,4.95,4.91,3.07,True,4,3,1
36707,0.47,Ideal,J,VVS2,62.1,54.5,953,4.97,4.99,3.09,True,4,5,0
36708,0.46,Ideal,J,VVS1,61.8,56.0,953,4.93,4.97,3.06,True,4,6,0
36709,0.46,Ideal,J,VVS1,62.5,56.0,953,4.89,4.93,3.07,True,4,6,0
36710,0.46,Ideal,F,SI1,62.5,56.0,953,4.92,4.94,3.08,True,4,2,4
36711,0.41,Ideal,I,IF,61.1,57.0,953,4.78,4.81,2.93,True,4,7,1
36712,0.33,Ideal,E,VVS2,61.8,56.0,953,4.46,4.44,2.75,True,4,5,5
36713,0.42,Premium,E,SI1,60.0,61.0,953,4.88,4.85,2.92,True,3,2,5
36714,0.42,Ideal,E,SI1,62.1,55.0,953,4.81,4.79,2.98,True,4,2,5
36715,0.56,Premium,F,I1,62.6,60.0,953,5.3,5.15,3.27,True,3,0,4
36716,0.41,Premium,E,SI2,61.7,58.0,953,4.8,4.76,2.95,True,3,1,5
36717,0.41,Very Good,E,SI1,63.3,57.0,953,4.72,4.67,2.98,True,2,2,5
36718,0.42,Very Good,G,VVS2,61.2,56.0,954,4.84,4.86,2.97,True,2,5,3
36719,0.4,Very Good,H,VVS1,62.9,56.0,954,4.69,4.72,2.96,True,2,6,2
36720,0.41,Very Good,E,VS1,62.2,58.0,954,4.74,4.78,2.96,True,2,4,5
36721,0.41,Very Good,E,VS1,63.2,59.0,954,4.71,4.75,2.99,True,2,4,5
36722,0.4,Very Good,D,VS1,60.8,59.0,954,4.74,4.76,2.89,True,2,4,6
36723,0.43,Ideal,G,VVS2,62.0,55.0,954,4.86,4.89,3.02,True,4,5,3
36724,0.32,Very Good,G,IF,62.4,55.0,954,4.4,4.42,2.75,True,2,7,3
36725,0.32,Ideal,E,VVS1,61.7,55.0,954,4.39,4.42,2.72,True,4,6,5
36726,0.32,Ideal,E,VVS1,60.9,57.0,954,4.42,4.45,2.7,True,4,6,5
36727,0.32,Very Good,G,IF,62.9,55.0,954,4.37,4.41,2.76,True,2,7,3
36728,0.32,Premium,G,IF,59.9,58.0,954,4.42,4.43,2.65,True,3,7,3
36729,0.32,Very Good,G,IF,61.8,55.0,954,4.39,4.45,2.73,True,2,7,3
36730,0.32,Ideal,E,VVS1,61.7,56.0,954,4.4,4.42,2.72,True,4,6,5
36731,0.32,Premium,E,VVS1,60.5,58.0,954,4.42,4.47,2.69,True,3,6,5
36732,0.32,Premium,G,IF,59.4,59.0,954,4.48,4.51,2.67,True,3,7,3
36733,0.32,Ideal,G,IF,60.5,57.0,954,4.42,4.44,2.68,True,4,7,3
36734,0.32,Ideal,E,VVS1,61.3,57.0,954,4.38,4.43,2.7,True,4,6,5
36735,0.32,Ideal,G,IF,61.8,55.0,954,4.41,4.43,2.73,True,4,7,3
36736,0.32,Very Good,E,VVS1,60.8,58.0,954,4.38,4.41,2.67,True,2,6,5
36737,0.32,Ideal,E,VVS1,61.9,55.0,954,4.38,4.41,2.72,True,4,6,5
36738,0.32,Ideal,G,IF,61.2,57.0,954,4.4,4.43,2.7,True,4,7,3
36739,0.32,Premium,G,IF,62.0,60.0,954,4.37,4.41,2.72,True,3,7,3
36740,0.32,Premium,E,VVS1,61.8,59.0,954,4.35,4.39,2.7,True,3,6,5
36741,0.32,Ideal,G,IF,60.9,56.0,954,4.41,4.43,2.69,True,4,7,3
36742,0.32,Ideal,E,VVS1,61.6,56.0,954,4.41,4.42,2.72,True,4,6,5
36743,0.38,Ideal,F,VVS2,60.9,58.0,954,4.66,4.7,2.85,True,4,5,4
36744,0.38,Ideal,D,VS2,61.5,56.0,954,4.66,4.7,2.88,True,4,3,6
36745,0.41,Good,E,VS1,61.3,61.0,954,4.77,4.79,2.93,True,1,4,5
36746,0.4,Good,D,VS1,60.5,63.0,954,4.75,4.77,2.88,True,1,4,6
36747,0.33,Ideal,F,VVS1,61.8,57.0,955,4.44,4.46,2.75,True,4,6,4
36748,0.33,Ideal,F,VVS1,61.9,56.0,955,4.42,4.47,2.75,True,4,6,4
36749,0.33,Ideal,F,VVS1,61.7,57.0,955,4.44,4.47,2.75,True,4,6,4
36750,0.33,Ideal,F,VVS1,61.9,55.0,955,4.42,4.44,2.74,True,4,6,4
36751,0.33,Ideal,D,VVS2,60.9,57.0,955,4.46,4.48,2.72,True,4,5,6
36752,0.33,Ideal,F,VVS1,62.4,55.0,955,4.44,4.47,2.78,True,4,6,4
36753,0.33,Ideal,F,VVS1,62.4,55.0,955,4.4,4.42,2.75,True,4,6,4
36754,0.33,Ideal,F,VVS1,61.8,57.0,955,4.43,4.47,2.75,True,4,6,4
36755,0.33,Ideal,D,VVS2,61.1,56.0,955,4.44,4.46,2.72,True,4,5,6
36756,0.38,Ideal,G,VS2,60.6,57.0,955,4.7,4.73,2.86,True,4,3,3
36757,0.38,Ideal,H,VS1,61.7,55.0,955,4.65,4.7,2.89,True,4,4,2
36758,0.38,Ideal,D,VS1,61.0,57.0,955,4.66,4.69,2.85,True,4,4,6
36759,0.51,Premium,F,SI2,62.3,62.0,956,5.09,5.02,3.15,True,3,1,4
36760,0.52,Ideal,H,SI2,60.5,56.0,956,5.25,5.23,3.17,True,4,1,2
36761,0.56,Very Good,H,SI2,62.0,63.0,956,5.26,5.21,3.27,True,2,1,2
36762,0.51,Very Good,I,SI2,61.2,56.0,956,5.12,5.14,3.14,True,2,1,1
36763,0.35,Ideal,F,VVS2,62.1,56.0,956,4.56,4.52,2.82,True,4,5,4
36764,0.3,Ideal,E,VVS1,61.2,57.0,956,4.36,4.33,2.66,True,4,6,5
36765,0.3,Ideal,E,VVS1,60.5,57.0,956,4.39,4.34,2.64,True,4,6,5
36766,0.3,Premium,E,VVS1,60.0,60.0,956,4.38,4.35,2.62,True,3,6,5
36767,0.3,Ideal,E,VVS1,60.1,57.0,956,4.41,4.38,2.64,True,4,6,5
36768,0.39,Premium,F,VS1,61.7,58.0,956,4.71,4.69,2.9,True,3,4,4
36769,0.34,Ideal,E,VS2,62.1,54.0,956,4.52,4.5,2.8,True,4,3,5
36770,0.34,Ideal,F,VS1,62.2,56.0,956,4.47,4.44,2.77,True,4,4,4
36771,0.34,Ideal,G,VVS1,62.1,57.0,956,4.47,4.45,2.77,True,4,6,3
36772,0.3,Premium,E,VVS1,61.3,59.0,956,4.33,4.28,2.64,True,3,6,5
36773,0.3,Ideal,E,VVS1,61.4,56.0,956,4.37,4.33,2.67,True,4,6,5
36774,0.34,Premium,F,VS1,60.4,58.0,956,4.53,4.51,2.73,True,3,4,4
36775,0.34,Ideal,F,VS1,62.1,57.0,956,4.53,4.49,2.8,True,4,4,4
36776,0.3,Ideal,G,IF,62.0,56.0,956,4.31,4.3,2.67,True,4,7,3
36777,0.3,Ideal,E,VVS1,60.6,57.0,956,4.35,4.33,2.63,True,4,6,5
36778,0.3,Ideal,E,VVS1,61.5,57.0,956,4.35,4.33,2.67,True,4,6,5
36779,0.3,Ideal,E,VVS1,61.8,56.0,956,4.31,4.3,2.66,True,4,6,5
36780,0.51,Premium,J,SI1,61.7,56.0,956,5.17,5.14,3.18,True,3,2,0
36781,0.39,Very Good,G,VVS2,63.4,57.0,956,4.65,4.62,2.94,True,2,5,3
36782,0.39,Ideal,F,VS1,60.9,56.0,956,4.75,4.68,2.87,True,4,4,4
36783,0.35,Premium,H,VVS1,60.1,62.0,956,4.57,4.52,2.73,True,3,6,2
36784,0.34,Ideal,G,VVS1,62.1,55.0,956,4.49,4.46,2.78,True,4,6,3
36785,0.34,Ideal,G,VVS1,62.5,53.0,956,4.49,4.47,2.8,True,4,6,3
36786,0.34,Premium,E,VS2,60.9,60.0,956,4.51,4.49,2.74,True,3,3,5
36787,0.34,Premium,E,VS2,58.8,59.0,956,4.59,4.56,2.69,True,3,3,5
36788,0.34,Ideal,E,VS2,62.1,55.0,956,4.49,4.47,2.78,True,4,3,5
36789,0.34,Ideal,E,VS2,62.2,55.0,956,4.49,4.48,2.79,True,4,3,5
36790,0.34,Ideal,E,VS2,62.4,54.0,956,4.49,4.48,2.8,True,4,3,5
36791,0.34,Premium,E,VS2,61.0,59.0,956,4.51,4.48,2.74,True,3,3,5
36792,0.34,Ideal,E,VS2,62.4,55.0,956,4.53,4.48,2.81,True,4,3,5
36793,0.34,Ideal,E,VS2,62.6,57.0,956,4.47,4.45,2.79,True,4,3,5
36794,0.34,Premium,E,VS2,61.1,60.0,956,4.48,4.45,2.73,True,3,3,5
36795,0.34,Ideal,E,VS2,62.4,56.0,956,4.49,4.45,2.79,True,4,3,5
36796,0.34,Ideal,E,VS2,62.5,55.0,956,4.5,4.46,2.8,True,4,3,5
36797,0.34,Premium,E,VS2,62.6,58.0,956,4.45,4.43,2.78,True,3,3,5
36798,0.34,Ideal,E,VS2,62.6,55.0,956,4.45,4.43,2.78,True,4,3,5
36799,0.34,Premium,E,VS2,62.8,58.0,956,4.45,4.43,2.79,True,3,3,5
36800,0.34,Premium,E,VS2,61.9,58.0,956,4.45,4.43,2.75,True,3,3,5
36801,0.3,Premium,G,IF,60.0,59.0,956,4.34,4.32,2.6,True,3,7,3
36802,0.3,Premium,G,IF,61.0,62.0,956,4.34,4.32,2.64,True,3,7,3
36803,0.3,Ideal,G,IF,61.4,57.0,956,4.37,4.33,2.67,True,4,7,3
36804,0.3,Premium,G,IF,60.2,58.0,956,4.39,4.35,2.63,True,3,7,3
36805,0.3,Ideal,G,IF,62.1,55.0,956,4.35,4.31,2.69,True,4,7,3
36806,0.3,Ideal,G,IF,62.8,57.0,956,4.32,4.28,2.7,True,4,7,3
36807,0.3,Ideal,G,IF,60.9,57.0,956,4.32,4.29,2.62,True,4,7,3
36808,0.3,Premium,G,IF,61.6,60.0,956,4.32,4.29,2.65,True,3,7,3
36809,0.3,Ideal,G,IF,61.7,55.0,956,4.34,4.31,2.67,True,4,7,3
36810,0.3,Ideal,G,IF,62.8,57.0,956,4.3,4.27,2.69,True,4,7,3
36811,0.3,Ideal,G,IF,62.6,57.0,956,4.32,4.28,2.69,True,4,7,3
36812,0.3,Premium,G,IF,62.9,58.0,956,4.25,4.21,2.66,True,3,7,3
36813,0.3,Good,G,IF,63.8,55.0,956,4.28,4.24,2.72,True,1,7,3
36814,0.3,Ideal,G,IF,63.0,53.0,956,4.3,4.24,2.69,True,4,7,3
36815,0.3,Very Good,G,IF,63.5,55.0,956,4.28,4.26,2.71,True,2,7,3
36816,0.51,Premium,I,SI2,60.4,59.0,956,5.2,5.17,3.13,True,3,1,1
36817,0.51,Premium,F,SI2,62.9,59.0,956,5.11,5.07,3.2,True,3,1,4
36818,0.7,Fair,G,I1,67.3,57.0,956,5.53,5.38,3.68,True,0,0,3
36819,0.7,Fair,G,I1,67.3,59.0,956,5.51,5.45,3.69,True,0,0,3
36820,0.7,Fair,G,I1,65.2,58.0,956,5.57,5.49,3.61,True,0,0,3
36821,0.7,Fair,G,I1,64.3,62.0,956,5.59,5.49,3.57,True,0,0,3
36822,0.7,Fair,G,I1,66.7,55.0,956,5.64,5.49,3.71,True,0,0,3
36823,0.33,Very Good,E,IF,61.8,55.0,957,4.47,4.52,2.78,True,2,7,5
36824,0.3,Very Good,E,IF,61.8,54.0,957,4.34,4.37,2.69,True,2,7,5
36825,0.44,Ideal,I,VVS2,61.1,57.0,957,4.91,4.95,3.01,True,4,5,1
36826,0.56,Very Good,J,SI1,60.3,59.0,957,5.3,5.34,3.21,True,2,2,0
36827,0.41,Good,E,VVS1,64.3,54.0,957,4.68,4.72,3.02,True,1,6,5
36828,0.36,Ideal,D,VVS2,61.9,53.0,957,4.57,4.6,2.84,True,4,5,6
36829,0.33,Ideal,F,IF,62.2,53.0,957,4.46,4.48,2.78,True,4,7,4
36830,0.33,Ideal,F,IF,61.2,56.0,957,4.48,4.5,2.75,True,4,7,4
36831,0.3,Ideal,E,IF,61.3,58.0,957,4.28,4.33,2.64,True,4,7,5
36832,0.3,Ideal,E,IF,61.1,57.0,957,4.31,4.33,2.64,True,4,7,5
36833,0.3,Ideal,E,IF,61.2,58.0,957,4.31,4.38,2.66,True,4,7,5
36834,0.3,Ideal,E,IF,62.2,55.0,957,4.32,4.36,2.7,True,4,7,5
36835,0.34,Good,D,VVS1,57.4,62.0,957,4.67,4.71,2.69,True,1,6,6
36836,0.37,Premium,H,VVS2,62.2,59.0,957,4.56,4.54,2.83,True,3,5,2
36837,0.37,Premium,H,VVS2,61.3,58.0,957,4.63,4.6,2.83,True,3,5,2
36838,0.37,Premium,G,VS1,61.5,58.0,957,4.6,4.57,2.82,True,3,4,3
36839,0.37,Premium,G,VS1,61.4,58.0,957,4.61,4.58,2.82,True,3,4,3
36840,0.37,Premium,G,VS1,59.2,61.0,957,4.7,4.63,2.76,True,3,4,3
36841,0.37,Very Good,G,VS1,63.1,56.0,957,4.59,4.57,2.89,True,2,4,3
36842,0.37,Premium,F,VS2,61.2,58.0,957,4.69,4.63,2.85,True,3,3,4
36843,0.37,Premium,F,VS2,59.7,59.0,957,4.68,4.64,2.78,True,3,3,4
36844,0.37,Ideal,F,VS2,60.6,56.0,957,4.64,4.63,2.81,True,4,3,4
36845,0.37,Premium,F,VS2,59.8,59.0,957,4.66,4.63,2.78,True,3,3,4
36846,0.37,Premium,F,VS2,60.6,58.0,957,4.67,4.63,2.82,True,3,3,4
36847,0.37,Ideal,F,VS2,61.1,57.0,957,4.67,4.63,2.84,True,4,3,4
36848,0.37,Premium,F,VS2,61.2,60.0,957,4.63,4.59,2.82,True,3,3,4
36849,0.37,Ideal,F,VS2,61.4,56.0,957,4.63,4.59,2.83,True,4,3,4
36850,0.37,Premium,F,VS2,61.0,58.0,957,4.63,4.61,2.82,True,3,3,4
36851,0.37,Very Good,F,VS2,63.3,56.0,957,4.63,4.56,2.91,True,2,3,4
36852,0.37,Premium,F,VS2,61.9,59.0,957,4.61,4.57,2.84,True,3,3,4
36853,0.37,Premium,F,VS2,62.7,58.0,957,4.58,4.55,2.86,True,3,3,4
36854,0.37,Premium,F,VS2,61.9,58.0,957,4.6,4.54,2.83,True,3,3,4
36855,0.33,Ideal,D,VS1,60.9,57.0,957,4.5,4.47,2.73,True,4,4,6
36856,0.31,Very Good,E,IF,61.6,54.0,958,4.38,4.42,2.71,True,2,7,5
36857,0.5,Good,D,SI2,58.5,64.0,958,5.2,5.12,3.02,True,1,1,6
36858,0.5,Good,D,SI2,63.1,56.0,958,5.05,4.96,3.16,True,1,1,6
36859,0.42,Very Good,E,VS2,62.8,59.0,958,4.76,4.8,3.0,True,2,3,5
36860,0.42,Ideal,E,VS2,61.8,57.0,958,4.77,4.81,2.96,True,4,3,5
36861,0.42,Ideal,E,VS2,62.4,55.0,958,4.79,4.83,3.0,True,4,3,5
36862,0.42,Premium,E,VS2,60.9,59.0,958,4.81,4.85,2.94,True,3,3,5
36863,0.42,Ideal,E,VS2,62.4,55.0,958,4.79,4.8,2.99,True,4,3,5
36864,0.39,Ideal,F,VS1,62.2,56.0,958,4.63,4.7,2.9,True,4,4,4
36865,0.39,Premium,D,VS2,61.3,58.0,958,4.7,4.73,2.89,True,3,3,6
36866,0.39,Very Good,D,VS2,60.2,59.0,958,4.74,4.76,2.86,True,2,3,6
36867,0.42,Ideal,E,VS2,62.4,55.0,958,4.79,4.83,3.0,True,4,3,5
36868,0.42,Ideal,E,VS2,62.0,55.0,958,4.8,4.82,2.98,True,4,3,5
36869,0.42,Premium,E,VS2,61.0,60.0,958,4.82,4.85,2.95,True,3,3,5
36870,0.42,Ideal,E,VS2,61.3,56.0,958,4.81,4.85,2.96,True,4,3,5
36871,0.39,Very Good,G,VVS2,60.7,61.0,958,4.7,4.73,2.86,True,2,5,3
36872,0.42,Premium,E,VS2,61.0,59.0,958,4.82,4.85,2.95,True,3,3,5
36873,0.42,Ideal,E,VS2,62.3,55.0,958,4.77,4.83,2.99,True,4,3,5
36874,0.42,Ideal,E,VS2,62.2,55.0,958,4.79,4.83,2.99,True,4,3,5
36875,0.42,Very Good,E,VS2,61.9,59.0,958,4.75,4.81,2.96,True,2,3,5
36876,0.39,Ideal,F,VS1,62.3,57.0,958,4.65,4.69,2.91,True,4,4,4
36877,0.39,Premium,D,VS2,61.4,60.0,958,4.7,4.72,2.89,True,3,3,6
36878,0.42,Ideal,E,VS2,62.1,56.0,958,4.77,4.8,2.97,True,4,3,5
36879,0.42,Ideal,E,VS2,61.7,56.0,958,4.8,4.82,2.97,True,4,3,5
36880,0.5,Ideal,H,SI2,62.9,57.0,958,5.04,5.01,3.16,True,4,1,2
36881,0.5,Premium,H,SI2,61.0,58.0,958,5.14,5.05,3.11,True,3,1,2
36882,0.32,Ideal,F,IF,61.2,57.0,958,4.44,4.45,2.72,True,4,7,4
36883,0.31,Ideal,E,IF,62.2,53.0,958,4.35,4.4,2.72,True,4,7,5
36884,0.4,Very Good,E,VS1,62.9,56.0,959,4.67,4.71,2.95,True,2,4,5
36885,0.51,Good,I,SI1,63.1,56.0,959,5.06,5.14,3.22,True,1,2,1
36886,0.34,Ideal,F,VVS1,61.7,55.0,959,4.51,4.5,2.78,True,4,6,4
36887,0.55,Ideal,H,SI2,61.4,55.0,959,5.27,5.29,3.24,True,4,1,2
36888,0.35,Ideal,G,IF,60.7,57.0,959,4.59,4.61,2.79,True,4,7,3
36889,0.35,Ideal,G,IF,60.2,57.0,959,4.6,4.64,2.78,True,4,7,3
36890,0.5,Good,J,SI1,59.6,60.0,959,5.15,5.18,3.08,True,1,2,0
36891,0.31,Ideal,F,VVS1,61.8,56.0,959,4.36,4.34,2.69,True,4,6,4
36892,0.31,Ideal,F,VVS1,62.1,56.0,959,4.38,4.35,2.71,True,4,6,4
36893,0.31,Premium,F,VVS1,62.4,60.0,959,4.31,4.28,2.68,True,3,6,4
36894,0.31,Ideal,F,VVS1,62.4,57.0,959,4.32,4.3,2.69,True,4,6,4
36895,0.31,Premium,F,VVS1,61.8,59.0,959,4.35,4.33,2.68,True,3,6,4
36896,0.33,Ideal,H,IF,61.0,55.0,959,4.5,4.49,2.74,True,4,7,2
36897,0.33,Ideal,H,IF,60.5,56.0,959,4.54,4.52,2.74,True,4,7,2
36898,0.33,Ideal,H,IF,60.6,57.0,959,4.51,4.5,2.73,True,4,7,2
36899,0.4,Ideal,E,VS1,62.1,55.0,960,4.79,4.75,2.96,True,4,4,5
36900,0.41,Very Good,E,VS2,62.5,56.0,960,4.75,4.79,2.98,True,2,3,5
36901,0.41,Ideal,G,VVS2,60.9,56.0,960,4.81,4.84,2.94,True,4,5,3
36902,0.37,Ideal,F,VVS1,61.3,55.0,960,4.62,4.65,2.84,True,4,6,4
36903,0.4,Ideal,F,VS1,61.4,57.0,960,4.74,4.77,2.92,True,4,4,4
36904,0.48,Premium,G,SI1,59.7,59.0,960,5.07,5.04,3.02,True,3,2,3
36905,0.4,Fair,G,SI1,59.9,67.0,960,4.81,4.77,2.87,True,0,2,3
36906,0.32,Ideal,E,VS2,60.2,57.0,960,4.51,4.46,2.7,True,4,3,5
36907,0.42,Ideal,G,VVS2,62.3,53.0,961,4.83,4.86,3.02,True,4,5,3
36908,0.42,Ideal,D,VS2,61.5,55.0,961,4.83,4.86,2.98,True,4,3,6
36909,0.42,Ideal,I,IF,62.1,54.0,961,4.82,4.84,3.0,True,4,7,1
36910,0.42,Ideal,I,IF,61.7,55.0,961,4.83,4.86,2.99,True,4,7,1
36911,0.42,Ideal,I,IF,62.0,54.0,961,4.82,4.85,3.0,True,4,7,1
36912,0.34,Ideal,D,VS1,62.6,56.0,961,4.52,4.49,2.82,True,4,4,6
36913,0.41,Premium,H,VVS2,62.2,58.0,961,4.74,4.71,2.94,True,3,5,2
36914,0.41,Ideal,H,VVS2,62.5,56.0,961,4.77,4.74,2.97,True,4,5,2
36915,0.41,Ideal,H,VVS2,62.0,56.0,961,4.78,4.74,2.95,True,4,5,2
36916,0.41,Premium,G,VS1,60.7,58.0,961,4.83,4.79,2.92,True,3,4,3
36917,0.41,Premium,G,VS1,60.2,59.0,961,4.84,4.79,2.9,True,3,4,3
36918,0.41,Ideal,G,VS1,60.8,57.0,961,4.84,4.8,2.93,True,4,4,3
36919,0.41,Premium,G,VS1,60.5,57.0,961,4.85,4.81,2.92,True,3,4,3
36920,0.41,Ideal,G,VS1,59.8,57.0,961,4.86,4.81,2.89,True,4,4,3
36921,0.41,Premium,G,VS1,62.3,56.0,961,4.8,4.77,2.98,True,3,4,3
36922,0.41,Premium,G,VS1,60.0,61.0,961,4.86,4.77,2.89,True,3,4,3
36923,0.41,Ideal,G,VS1,61.4,55.0,961,4.8,4.78,2.94,True,4,4,3
36924,0.41,Ideal,G,VS1,61.7,57.0,961,4.81,4.78,2.96,True,4,4,3
36925,0.41,Ideal,G,VS1,60.8,56.0,961,4.82,4.79,2.92,True,4,4,3
36926,0.41,Premium,G,VS1,61.9,58.0,961,4.78,4.75,2.95,True,3,4,3
36927,0.41,Premium,G,VS1,60.5,58.0,961,4.8,4.76,2.89,True,3,4,3
36928,0.41,Premium,G,VS1,61.5,58.0,961,4.8,4.76,2.94,True,3,4,3
36929,0.41,Ideal,G,VS1,61.9,57.0,961,4.81,4.76,2.96,True,4,4,3
36930,0.41,Ideal,G,VS1,61.5,56.0,961,4.79,4.77,2.94,True,4,4,3
36931,0.24,Very Good,F,VVS1,60.6,60.0,478,4.03,4.06,2.45,True,2,6,4
36932,0.24,Very Good,F,VVS1,59.4,60.0,478,4.04,4.08,2.41,True,2,6,4
36933,0.24,Very Good,F,VVS1,57.2,63.0,478,4.1,4.15,2.36,True,2,6,4
36934,0.23,Very Good,E,VVS1,62.5,54.0,478,3.94,3.96,2.47,True,2,6,5
36935,0.24,Very Good,E,VVS1,63.4,57.0,478,3.91,3.95,2.49,True,2,6,5
36936,0.23,Very Good,E,VVS1,61.2,57.0,478,3.96,3.98,2.43,True,2,6,5
36937,0.23,Very Good,E,VVS1,62.9,58.0,478,3.94,3.95,2.48,True,2,6,5
36938,0.23,Very Good,E,VVS1,60.2,59.0,478,3.97,4.01,2.4,True,2,6,5
36939,0.23,Very Good,E,VVS1,61.7,59.0,478,3.97,4.0,2.46,True,2,6,5
36940,0.24,Very Good,D,VVS1,59.2,59.0,478,4.04,4.1,2.41,True,2,6,6
36941,0.23,Very Good,D,VVS1,63.3,57.0,478,3.9,3.93,2.48,True,2,6,6
36942,0.34,Very Good,F,SI2,60.6,58.0,478,4.55,4.57,2.76,True,2,1,4
36943,0.26,Ideal,H,VVS2,61.8,55.7,478,4.08,4.1,2.53,True,4,5,2
36944,0.35,Ideal,J,VS1,61.5,56.0,478,4.56,4.58,2.81,True,4,4,0
36945,0.26,Ideal,G,VS1,62.1,55.0,478,4.09,4.12,2.55,True,4,4,3
36946,0.23,Good,D,VVS1,64.8,58.0,478,3.83,3.85,2.49,True,1,6,6
36947,0.32,Ideal,H,SI1,61.8,55.0,479,4.39,4.41,2.72,True,4,2,2
